ORDER_NUMBER,COMMUNITY_ID,SUPPLIER_ID,SUPPLIER_TYPE,PRODUCT_CODE,PRODUCT_TYPE,LOCALISED_SUBTOTAL
230845,113,869,REGISTERED,-,RETROFIT_RELEASE_ORDER,950
230846,113,869,REGISTERED,-,RETROFIT_RELEASE_ORDER,186.36
CDC18242,2170,551,PREMIUM,972-2500,COMMUNITY,171
CDC18243,2170,3248,PREMIUM,KC6803,COMMUNITY,250.33
CDC18243,2170,3248,PREMIUM,KC6802,COMMUNITY,187.31
CDC18243,2170,3248,PREMIUM,M4456D,COMMUNITY,68
CDC18243,2170,3248,PREMIUM,SSE,COMMUNITY,29.12
CDC18243,2170,3248,PREMIUM,OPPBU,COMMUNITY,45
CDC18243,2170,3248,PREMIUM,RB0010,COMMUNITY,18
CDC18243,2170,3248,PREMIUM,SC91000,COMMUNITY,12.14
CDC18243,2170,3248,PREMIUM,DTS,COMMUNITY,36
CDC18243,2170,3248,PREMIUM,DTL,COMMUNITY,18
CDC18243,2170,3248,PREMIUM,DU-CDS110P6155,COMMUNITY,85
CDC18243,2170,3248,PREMIUM,UDT0685,COMMUNITY,83.08
CDC18243,2170,3248,PREMIUM,T1UU144,COMMUNITY,19.9
CDC18243,2170,3248,PREMIUM,VBAG50,COMMUNITY,21
CDC18244,2170,37,PREMIUM,M256310S,COMMUNITY,81.32
CDC18244,2170,37,PREMIUM,PKS006,COMMUNITY,21.42
CDC18244,2170,37,PREMIUM,PKS005,COMMUNITY,21.42
CDC18244,2170,37,PREMIUM,.PK040,COMMUNITY,26
CDC18244,2170,37,PREMIUM,.PK0040,COMMUNITY,26
CDC18244,2170,37,PREMIUM,.PK210,COMMUNITY,41.42
123300,11,14,PREMIUM,GC-EQUIAFFILA2,ROUNDTRIP,159.46
123300,11,14,PREMIUM,TM-71493,ROUNDTRIP,104.27
123300,11,14,PREMIUM,DU-CDS110P6155,ROUNDTRIP,221.97
123300,11,14,PREMIUM,KE-32651,ROUNDTRIP,108.04
123300,11,14,PREMIUM,CG-1223072,ROUNDTRIP,88.2
123300,11,14,PREMIUM,YD-053101,ROUNDTRIP,234.52
CDC18245,2170,2782,PREMIUM,DPA Hydrogen Peroxide 1% 1l,COMMUNITY,150
CDC18245,2170,2782,PREMIUM,WAIM-Isolation-Gown,COMMUNITY,55.5
CDC18245,2170,2782,PREMIUM,DV Surgical Masks,COMMUNITY,200
CDC18245,2170,2782,PREMIUM,DV Xylocaine Adhesive,COMMUNITY,126
CDC18245,2170,2782,PREMIUM,MH/CDC,COMMUNITY,72
CDC18245,2170,2782,PREMIUM,DV Lidocaine,COMMUNITY,211
CDC18245,2170,2782,PREMIUM,BVP300,COMMUNITY,79
CDC18245,2170,2782,PREMIUM,504052700,COMMUNITY,242
CDC18245,2170,2782,PREMIUM,DPA Crinkle Caps,COMMUNITY,54
CDC18246,2170,17,PREMIUM,WN990109,COMMUNITY,61.56
CDC18246,2170,17,PREMIUM,BAXAHB1323,COMMUNITY,103.5
CDC18247,2170,13,PREMIUM,60667342,COMMUNITY,371.74
CDC18247,2170,13,PREMIUM,624065,COMMUNITY,182.21
CDC18248,2170,22,PREMIUM,68100,COMMUNITY,239.1
CDC18249,2170,15,PREMIUM,626409,COMMUNITY,552.27
CDC18249,2170,15,PREMIUM,686584,COMMUNITY,295.9
CDC18249,2170,15,PREMIUM,626412,COMMUNITY,184.09
CDC18249,2170,15,PREMIUM,626413,COMMUNITY,184.09
CDC18249,2170,15,PREMIUM,605330,COMMUNITY,368.18
CDC18250,2170,L21482,LITE,cdc3895,MANUAL,149
CDC18250,2170,L21482,LITE,cdc3897,MANUAL,149
CDC18250,2170,L21482,LITE,cdc3899,MANUAL,298
CDC18251,2170,353,REGISTERED,3270,MANUAL,99
CDC18251,2170,353,REGISTERED,720T,MANUAL,39.6
CDC18252,2170,35,PREMIUM,CS-0618RC,MANUAL,398
CDC18253,2170,L11121,LITE,cdc3901,MANUAL,59
CDC18254,2170,2808,REGISTERED,OM-32-FO134,MANUAL,110
230847,113,L24865,LITE,222083,MANUAL,400
PU122913,41,26,PREMIUM,160-272,COMMUNITY,43.92
PU122913,41,26,PREMIUM,160-174,COMMUNITY,87.84
PU122913,41,26,PREMIUM,160-175,COMMUNITY,43.92
PU122913,41,26,PREMIUM,160-269,COMMUNITY,43.92
PU122913,41,26,PREMIUM,3007,COMMUNITY,84.96
PU122914,41,214,REGISTERED,CSU277061,MANUAL,523.52
CDC18255,2170,14,PREMIUM,RO-462025,ROUNDTRIP,72.97
CDC18255,2170,14,PREMIUM,CG-1224347,ROUNDTRIP,55.26
CDC18255,2170,14,PREMIUM,HS-9006551,ROUNDTRIP,59.18
CDC18255,2170,14,PREMIUM,GC-FUJILCCAPA3,ROUNDTRIP,192.73
CDC18255,2170,14,PREMIUM,GC-GAENIALFLOA1,ROUNDTRIP,198
CDC18255,2170,14,PREMIUM,GC-GAENIALFLOA3,ROUNDTRIP,198
CDC18255,2170,14,PREMIUM,GC-GAENIALFLOA02,ROUNDTRIP,198
CDC18255,2170,14,PREMIUM,GC-GAENIALFLOA03,ROUNDTRIP,258.64
CDC18255,2170,14,PREMIUM,GC-EQUIAFCOAT,ROUNDTRIP,170.29
CDC18255,2170,14,PREMIUM,SP-4052,ROUNDTRIP,50.06
CDC18255,2170,14,PREMIUM,SP-4053,ROUNDTRIP,25.03
CDC18255,2170,14,PREMIUM,SP-4090-100,ROUNDTRIP,270.9
CDC18255,2170,14,PREMIUM,KY-281502,ROUNDTRIP,772.9
CDC18255,2170,14,PREMIUM,TM-2382C,ROUNDTRIP,125.18
CDC18255,2170,14,PREMIUM,TM-2381M,ROUNDTRIP,62.59
CDC18255,2170,14,PREMIUM,TM-2381SF,ROUNDTRIP,62.59
PU122915,41,2118,PREMIUM,TISS4735,ROUNDTRIP,61.76
PU122915,41,2118,PREMIUM,SOAP6331,ROUNDTRIP,158.52
PU122915,41,2118,PREMIUM,TOWL2110,ROUNDTRIP,58.46
PU122915,41,2118,PREMIUM,SOAP1510,ROUNDTRIP,113.38
PU122915,41,2118,PREMIUM,BALL9641,ROUNDTRIP,9.62
PU122915,41,2118,PREMIUM,FILE2997,ROUNDTRIP,10.74
PU122915,41,2118,PREMIUM,CORR8020,ROUNDTRIP,38.7
230848,113,L25547,LITE,222087,MANUAL,2254
123301,11,16,PREMIUM,TOK13112,COMMUNITY,195
123301,11,16,PREMIUM,DVK2520,COMMUNITY,32
123301,11,16,PREMIUM,DVK2508,COMMUNITY,30.24
123301,11,16,PREMIUM,DVK2515,COMMUNITY,32
230849,113,L25547,LITE,222088,MANUAL,2254
123302,11,37,PREMIUM,.PK410,COMMUNITY,37.7
123302,11,37,PREMIUM,.PK310,COMMUNITY,37.7
123302,11,37,PREMIUM,.PK210,COMMUNITY,37.7
123302,11,37,PREMIUM,.PK0010,COMMUNITY,37.7
PU122916,41,366,REGISTERED,CSU277062,MANUAL,258.54
123303,11,21,PREMIUM,TEPE-432100,COMMUNITY,77.27
123303,11,21,PREMIUM,AW-1000A,COMMUNITY,67.1
123304,11,17,PREMIUM,GUM840-BULK,COMMUNITY,103.26
123304,11,17,PREMIUM,AINHW605451,COMMUNITY,230.58
123305,11,21,PREMIUM,TEEN-V1Mix8,COMMUNITY,246.92
123306,11,37,PREMIUM,EPATS,COMMUNITY,70
123307,11,3,PREMIUM,19029485,ROUNDTRIP,18.22
123307,11,3,PREMIUM,18917973,COMMUNITY,91.08
123307,11,3,PREMIUM,86879755,ROUNDTRIP,3.18
123308,11,14,PREMIUM,WC-020066,COMMUNITY,45.15
123308,11,14,PREMIUM,CG-1223072,COMMUNITY,220.5
123308,11,14,PREMIUM,SP-4090-100,COMMUNITY,194.26
123308,11,14,PREMIUM,HAW-2514,COMMUNITY,164.56
123308,11,14,PREMIUM,SP-10263X,COMMUNITY,148.28
123308,11,14,PREMIUM,KY-281610,COMMUNITY,139.1
U115940,5802,5040,REGISTERED,"Envigo Teklad 2916.CS irradiated 16% protein diet. 5 x 2.27kg vacuum packs, 11.35kg/case.",RETROFIT_RELEASE_ORDER,5716
123309,11,16,PREMIUM,U4072,COMMUNITY,100
123309,11,16,PREMIUM,TOK13323,COMMUNITY,140
123309,11,16,PREMIUM,TOK13324,COMMUNITY,140
123309,11,16,PREMIUM,TOK13325,COMMUNITY,140
123309,11,16,PREMIUM,GMINT,COMMUNITY,135
123309,11,16,PREMIUM,CEECON,COMMUNITY,57.79
123309,11,16,PREMIUM,PUSPARK-3,COMMUNITY,39.07
123309,11,16,PREMIUM,APC-40MBLU,COMMUNITY,12.77
230850,113,1178,REGISTERED,-,RETROFIT_RELEASE_ORDER,85
123310,11,35,PREMIUM,STE-CD-BROWNS,COMMUNITY,254.54
123311,11,19,PREMIUM,8100011,COMMUNITY,54.16
123312,11,3404,PREMIUM,8.81012E+11,COMMUNITY,124.15
PU122917,41,L2187,LITE,7001791,MANUAL,647.27
CDC18256,2170,3248,PREMIUM,GG002,COMMUNITY,16
CDC18256,2170,3248,PREMIUM,GG001,COMMUNITY,16
CDC18256,2170,3248,PREMIUM,GG003,COMMUNITY,16
CDC18257,2170,17,PREMIUM,ANT368021006,COMMUNITY,75.6
CDC18257,2170,17,PREMIUM,ANT368025006,COMMUNITY,100.8
CDC18257,2170,17,PREMIUM,ANT368025010,COMMUNITY,75.6
CDC18257,2170,17,PREMIUM,ANT368021010,COMMUNITY,75.6
CDC18257,2170,17,PREMIUM,ANT368021008,COMMUNITY,75.6
CDC18257,2170,17,PREMIUM,ANT368025008,COMMUNITY,75.6
230851,113,5,PREMIUM,O3756-25G,ROUNDTRIP,86.02
230851,113,5,PREMIUM,G5516-500ML,ROUNDTRIP,120.6
230851,113,5,PREMIUM,P1552-100EA,ROUNDTRIP,570
PU122918,41,L2432,LITE,MF105D31R,MANUAL,140.91
PU122919,41,L2187,LITE,CSU276717,MANUAL,81.72
CDC18258,2170,17,PREMIUM,SYM339881,COMMUNITY,297.4
CDC18258,2170,17,PREMIUM,ULT4238,COMMUNITY,45
CDC18258,2170,17,PREMIUM,HK64600971,COMMUNITY,68.74
CDC18258,2170,17,PREMIUM,ULT0606,COMMUNITY,59.67
CDC18259,2170,22,PREMIUM,TC006,COMMUNITY,25
CDC18259,2170,22,PREMIUM,BNG7853,COMMUNITY,511.9
CDC18259,2170,22,PREMIUM,7621,COMMUNITY,173.4
CDC18259,2170,22,PREMIUM,STORM-M,COMMUNITY,538.5
CDC18260,2170,3248,PREMIUM,TGLOSSASST,MANUAL,66
CDC18260,2170,3248,PREMIUM,DCB8010,MANUAL,5.5
CDC18260,2170,3248,PREMIUM,DCB8012,MANUAL,5.5
CDC18260,2170,3248,PREMIUM,DCB8030,MANUAL,5.5
CDC18260,2170,3248,PREMIUM,DCB8032,MANUAL,5.5
CDC18260,2170,3248,PREMIUM,OTHOWM,COMMUNITY,10
CDC18260,2170,3248,PREMIUM,OTHOWB,COMMUNITY,12.5
CDC18260,2170,3248,PREMIUM,OTHOW,COMMUNITY,12.5
CDC18260,2170,3248,PREMIUM,WH210579,COMMUNITY,35
CDC18260,2170,3248,PREMIUM,UITUM,COMMUNITY,8
CDC18260,2170,3248,PREMIUM,SPFLS,COMMUNITY,636.37
CDC18260,2170,3248,PREMIUM,UITLM,COMMUNITY,8
CDC18260,2170,3248,PREMIUM,82219841,COMMUNITY,54
CDC18260,2170,3248,PREMIUM,509404,COMMUNITY,48
CDC18260,2170,3248,PREMIUM,TORTBGC,COMMUNITY,42.5
CDC18260,2170,3248,PREMIUM,TORTGMC,COMMUNITY,42.5
CDC18260,2170,3248,PREMIUM,SPFLXS,COMMUNITY,254.55
CDC18260,2170,3248,PREMIUM,MHCAS,COMMUNITY,97.84
CDC18260,2170,3248,PREMIUM,SS70230,COMMUNITY,150
CDC18260,2170,3248,PREMIUM,RB0010,COMMUNITY,27
CDC18260,2170,3248,PREMIUM,WPSG4,COMMUNITY,90
CDC18260,2170,3248,PREMIUM,WPSG5,COMMUNITY,90
CDC18260,2170,3248,PREMIUM,400BL24,COMMUNITY,18.53
CDC18260,2170,3248,PREMIUM,ORBB33,COMMUNITY,39
123313,11,35,PREMIUM,IMPL-Y900113,COMMUNITY,320
123313,11,35,PREMIUM,CAT-C160000,COMMUNITY,9.54
CDC18261,2170,2782,PREMIUM,DPO-6209,COMMUNITY,34.5
CDC18261,2170,2782,PREMIUM,DDB-8856L,COMMUNITY,33.72
CDC18261,2170,2782,PREMIUM,DCB-C333,COMMUNITY,145.68
CDC18261,2170,2782,PREMIUM,DCB-C1S,COMMUNITY,109.8
CDC18261,2170,2782,PREMIUM,DCB-C1S,COMMUNITY,73.2
CDC18261,2170,2782,PREMIUM,DCB-C1S,COMMUNITY,73.2
CDC18261,2170,2782,PREMIUM,DDB-4368,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DDB-835KR,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-5836,COMMUNITY,33.72
CDC18261,2170,2782,PREMIUM,DDB-8379,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DCB-C1S,COMMUNITY,109.8
CDC18261,2170,2782,PREMIUM,DCB-C1S,COMMUNITY,36.6
CDC18261,2170,2782,PREMIUM,DDB-3801,COMMUNITY,16.74
CDC18261,2170,2782,PREMIUM,DDB-3801,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DDB-3801,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DDB-3801,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DDB-4801,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DDB-8856L,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-3856,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-5856,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-5856,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-5856,COMMUNITY,21.36
CDC18261,2170,2782,PREMIUM,DDB-5856L,COMMUNITY,16.86
CDC18261,2170,2782,PREMIUM,DDB-3850,COMMUNITY,19.38
CDC18261,2170,2782,PREMIUM,DDB-830L,COMMUNITY,22.26
CDC18261,2170,2782,PREMIUM,DDB-8847KR,COMMUNITY,51.18
CDC18261,2170,2782,PREMIUM,DDB-881,COMMUNITY,28.86
CDC18261,2170,2782,PREMIUM,DDB-3835,COMMUNITY,14.94
CDC18261,2170,2782,PREMIUM,DCB-C4CCL,COMMUNITY,210
CDC18261,2170,2782,PREMIUM,AUS508,COMMUNITY,242
CDC18261,2170,2782,PREMIUM,DV-Barrier-Sleeve-2,COMMUNITY,212
CDC18261,2170,2782,PREMIUM,504052300,COMMUNITY,80
CDC18261,2170,2782,PREMIUM,NTFLOOR,COMMUNITY,11
230852,113,693,PREMIUM,SUV,COMMUNITY,196.05
CDC18262,2170,35,PREMIUM,CS-0618Rc,MANUAL,199
CDC18262,2170,35,PREMIUM,NSK-Z016-130,COMMUNITY,340
CDC18262,2170,35,PREMIUM,DZ-DD0312,COMMUNITY,36
123314,11,16,PREMIUM,DP39015,COMMUNITY,13.35
123314,11,16,PREMIUM,KC2705,COMMUNITY,60.34
123314,11,16,PREMIUM,1A3343,COMMUNITY,24
123314,11,16,PREMIUM,DV1000,COMMUNITY,117
123315,11,46,PREMIUM,OZD52160,COMMUNITY,291.82
PU122920,41,L23059,LITE,CSU277065,MANUAL,83.13
PU122920,41,L23059,LITE,CSU277063,MANUAL,23.1
CDC18263,2170,353,REGISTERED,S-262T RA tapered,MANUAL,38.5
CDC18263,2170,353,REGISTERED,902B Fine,MANUAL,119.9
230853,113,1889,REGISTERED,222100,MANUAL,40
CDC18264,2170,32,PREMIUM,190839,MANUAL,303.82
123316,11,3,PREMIUM,10004143,ROUNDTRIP,48.5
123316,11,3,PREMIUM,47474405,ROUNDTRIP,9.18
230854,113,1889,REGISTERED,222076,MANUAL,200
123317,11,18,PREMIUM,DMSOR,COMMUNITY,108
123318,11,3,PREMIUM,86541607,ROUNDTRIP,27.5
123318,11,3,PREMIUM,87217181,ROUNDTRIP,27.9
123318,11,3,PREMIUM,25096004,ROUNDTRIP,26.9
123318,11,3,PREMIUM,86529457,ROUNDTRIP,71
123318,11,3,PREMIUM,25085720,ROUNDTRIP,5.2
123319,11,22,PREMIUM,CTA001,COMMUNITY,37.75
123319,11,22,PREMIUM,INW130,COMMUNITY,42.55
123319,11,22,PREMIUM,1070230M,COMMUNITY,180
123319,11,22,PREMIUM,1090230M,COMMUNITY,162.75
123319,11,22,PREMIUM,1090135M,COMMUNITY,129
123320,11,13,PREMIUM,659750V,COMMUNITY,136.22
123320,11,13,PREMIUM,659720V,COMMUNITY,68.11
123320,11,13,PREMIUM,659730V,COMMUNITY,136.22
123321,11,1580,PREMIUM,H AC 25GMPP,COMMUNITY,36
123321,11,1580,PREMIUM,H AC 25WPP,COMMUNITY,36
123321,11,1580,PREMIUM,ZE 9156,COMMUNITY,22.2
123322,11,37,PREMIUM,.PK0040,COMMUNITY,11.81
123322,11,37,PREMIUM,.PK140,COMMUNITY,11.81
123322,11,37,PREMIUM,.PK240,COMMUNITY,11.81
123322,11,37,PREMIUM,.PK340,COMMUNITY,11.81
123322,11,37,PREMIUM,.PK440,COMMUNITY,11.81
123322,11,37,PREMIUM,.PK540,COMMUNITY,11.81
123322,11,37,PREMIUM,MO2BR9,COMMUNITY,151.52
123323,11,15,PREMIUM,668083WW,COMMUNITY,223.35
123323,11,15,PREMIUM,692409WW,COMMUNITY,50.27
123324,11,13,PREMIUM,624045,COMMUNITY,317.5
PU122921,41,80,REGISTERED,CSU277069,MANUAL,413.8
PU122921,41,80,REGISTERED,CSU277068,MANUAL,46.1
230855,113,693,PREMIUM,SUV,COMMUNITY,130.7
230856,113,L23754,LITE,222086,MANUAL,800
230857,113,1889,REGISTERED,222106,MANUAL,400
100204,5985,3,PREMIUM,74654400,ROUNDTRIP,3.81
100204,5985,3,PREMIUM,18774522,ROUNDTRIP,66.27
100204,5985,3,PREMIUM,86695456,ROUNDTRIP,6.45
100204,5985,3,PREMIUM,86877597,ROUNDTRIP,92.97
100204,5985,3,PREMIUM,86514699,ROUNDTRIP,28.99
100204,5985,3,PREMIUM,85209704,ROUNDTRIP,24.38
100204,5985,3,PREMIUM,18646458,ROUNDTRIP,17.56
100204,5985,3,PREMIUM,18867787,ROUNDTRIP,10.6
100204,5985,3,PREMIUM,25085763,ROUNDTRIP,22.2
100204,5985,3,PREMIUM,87215271,ROUNDTRIP,31.59
100204,5985,3,PREMIUM,25163691,ROUNDTRIP,42.72
100204,5985,3,PREMIUM,30894700,ROUNDTRIP,3.18
100205,5985,3,PREMIUM,85211500,ROUNDTRIP,14.96
100205,5985,3,PREMIUM,87215271,ROUNDTRIP,42.12
100205,5985,3,PREMIUM,87215279,ROUNDTRIP,55.96
100205,5985,3,PREMIUM,30894700,ROUNDTRIP,6.36
100205,5985,3,PREMIUM,30849400,ROUNDTRIP,1.36
100205,5985,3,PREMIUM,18835972,ROUNDTRIP,13.9
100205,5985,3,PREMIUM,87244264,ROUNDTRIP,24.6
100205,5985,3,PREMIUM,25086127,ROUNDTRIP,50.5
PU122922,41,L28023,LITE,CSU276434,MANUAL,66
PU122922,41,L28023,LITE,CSU276436,MANUAL,30
U115941,5802,L23936,LITE,"AGHA2 State coordinator 1.0FTE Gen Counsellor/Data Admin 1.0FTE,1Jul-30Dec22",MANUAL,106206
U115941,5802,L23936,LITE,"Cardiac Flagship Coordinator 0.2 FTE, 1 Jul-30 Dec 2022",MANUAL,12360
U115941,5802,L23936,LITE,"Mackenzie’s Mission GC 0.8FTE Fy22, 0.2 FTE Jul-Dec22",MANUAL,16198
U115942,5802,L24148,LITE,Client Order No: Job No: SDCJ22251 Name: Healthy Trajectories Research Hub Logo Development,MANUAL,656.25
U115943,5802,L23875,LITE,Full Registration - HGSA Member (Early Bird) - A/Prof Stephanie Best,MANUAL,759.09
CDC18265,2170,3404,PREMIUM,8.81057E+11,COMMUNITY,1516.4
123325,11,3,PREMIUM,86582050,ROUNDTRIP,195.78
230859,113,L24527,LITE,UTAS260728,MANUAL,300
VGL45609,40,1211,REGISTERED,visa101803,RETROFIT_RELEASE_ORDER,50
123326,11,3,PREMIUM,37191304,ROUNDTRIP,3.4
123326,11,3,PREMIUM,25086949,ROUNDTRIP,1.36
CDC18266,2170,22,PREMIUM,STORM-M,COMMUNITY,215.4
CDC18266,2170,22,PREMIUM,54000,COMMUNITY,78.7
CDC18267,2170,14,PREMIUM,GC-FUJILCCAPA2,ROUNDTRIP,385.46
CDC18267,2170,14,PREMIUM,GC-TMOUSSESTRAW,ROUNDTRIP,222.94
CDC18267,2170,14,PREMIUM,GC-463350,ROUNDTRIP,208.18
CDC18267,2170,14,PREMIUM,CG-1224451,ROUNDTRIP,53.82
CDC18267,2170,14,PREMIUM,A7-OP8G,ROUNDTRIP,99
CDC18267,2170,14,PREMIUM,CG-1224347,ROUNDTRIP,110.52
CDC18267,2170,14,PREMIUM,CG-1223072,ROUNDTRIP,51.02
CDC18267,2170,14,PREMIUM,CG-AU00556A,ROUNDTRIP,117.04
CDC18267,2170,14,PREMIUM,CG-TH02819A,ROUNDTRIP,17.41
CDC18267,2170,14,PREMIUM,GB-DENTUREBOX,ROUNDTRIP,16
CDC18267,2170,14,PREMIUM,GC-FUJIPLUSCAP,ROUNDTRIP,194.55
CDC18267,2170,14,PREMIUM,KE-104224-1,ROUNDTRIP,13.15
CDC18267,2170,14,PREMIUM,NK-Y900-159,ROUNDTRIP,36.79
CDC18267,2170,14,PREMIUM,PR-PROFLEX,ROUNDTRIP,184.86
CDC18267,2170,14,PREMIUM,SV-6075,ROUNDTRIP,11.3
CDC18267,2170,14,PREMIUM,TM-12647,ROUNDTRIP,37.66
CDC18267,2170,14,PREMIUM,SV-S100,ROUNDTRIP,43.55
CDC18267,2170,14,PREMIUM,SP-4090-100,ROUNDTRIP,450
CDC18267,2170,14,PREMIUM,SP-58005,ROUNDTRIP,97.97
CDC18267,2170,14,PREMIUM,W-UC30,ROUNDTRIP,48
CDC18268,2170,2782,PREMIUM,DFT001-A1,COMMUNITY,215
CDC18268,2170,2782,PREMIUM,DPA Hydrogen Peroxide 1% 1l,COMMUNITY,60
CDC18268,2170,2782,PREMIUM,TRI-Steri-Pouch-90x260,COMMUNITY,72
CDC18268,2170,2782,PREMIUM,TRI-Steri-Pouch-70x260,COMMUNITY,26
CDC18268,2170,2782,PREMIUM,BVH380,COMMUNITY,207.9
CDC18268,2170,2782,PREMIUM,BVL250,COMMUNITY,63.3
CDC18268,2170,2782,PREMIUM,DV Surgical Masks,COMMUNITY,200
CDC18269,2170,13,PREMIUM,6610310,COMMUNITY,176.64
CDC18269,2170,13,PREMIUM,4613,MANUAL,632.96
CDC18269,2170,13,PREMIUM,B4659,COMMUNITY,164
CDC18269,2170,13,PREMIUM,A0410219G0103,COMMUNITY,121.07
CDC18269,2170,13,PREMIUM,A0411225G0103,COMMUNITY,121.07
CDC18269,2170,13,PREMIUM,A041122510303,COMMUNITY,127.12
CDC18269,2170,13,PREMIUM,A041122510203,COMMUNITY,127.12
CDC18269,2170,13,PREMIUM,A0410225G0103,COMMUNITY,121.07
CDC18269,2170,13,PREMIUM,A0410225G0203,COMMUNITY,121.07
CDC18269,2170,13,PREMIUM,A0411225G0503,COMMUNITY,121.07
CDC18269,2170,13,PREMIUM,6176536,COMMUNITY,87
CDC18270,2170,35,PREMIUM,SUT-LOOK-422B,COMMUNITY,174.46
CDC18270,2170,35,PREMIUM,OTH-BXAHF7123,COMMUNITY,6.3
CDC18271,2170,2782,PREMIUM,DFT001-B1,COMMUNITY,107.5
CDC18271,2170,2782,PREMIUM,DDB-3836KR,COMMUNITY,64.8
CDC18271,2170,2782,PREMIUM,DPO G252-250-1 Fine,COMMUNITY,2.07
CDC18271,2170,2782,PREMIUM,DPO G251-250-1 Medium,COMMUNITY,2.07
CDC18271,2170,2782,PREMIUM,K33215,COMMUNITY,290
CDC18271,2170,2782,PREMIUM,DPO G257-250-1 Super Fine,COMMUNITY,2.07
CDC18271,2170,2782,PREMIUM,MH/CDC,COMMUNITY,36
CDC18271,2170,2782,PREMIUM,TS Latex Gloves,COMMUNITY,540
CDC18271,2170,2782,PREMIUM,MW_Sleeves,COMMUNITY,49
CDC18271,2170,2782,PREMIUM,DV Xylocaine Adhesive,COMMUNITY,31.5
CDC18271,2170,2782,PREMIUM,DV Lidocaine,COMMUNITY,316.5
CDC18271,2170,2782,PREMIUM,NTFLOOR,COMMUNITY,11
230860,113,4250,REGISTERED,222112,MANUAL,1000
CDC18272,2170,3248,PREMIUM,CNWR220,COMMUNITY,284.4
CDC18272,2170,3248,PREMIUM,SBRR08,COMMUNITY,12
CDC18272,2170,3248,PREMIUM,ADC01,COMMUNITY,12.5
CDC18272,2170,3248,PREMIUM,AD893843,COMMUNITY,15.32
CDC18272,2170,3248,PREMIUM,FLFKB,COMMUNITY,51
CDC18272,2170,3248,PREMIUM,AD880538,COMMUNITY,17.6
CDC18272,2170,3248,PREMIUM,HY001P,COMMUNITY,14
CDC18272,2170,3248,PREMIUM,OPPT,COMMUNITY,30
CDC18272,2170,3248,PREMIUM,FB215,COMMUNITY,15.25
CDC18272,2170,3248,PREMIUM,DL1409,COMMUNITY,17.6
CDC18272,2170,3248,PREMIUM,IDSCOD1158,COMMUNITY,12
CDC18272,2170,3248,PREMIUM,HY001B,COMMUNITY,14
CDC18272,2170,3248,PREMIUM,509404,COMMUNITY,24
CDC18272,2170,3248,PREMIUM,JJEJ823G,COMMUNITY,378
CDC18272,2170,3248,PREMIUM,IDSCOD1159,COMMUNITY,12
CDC18272,2170,3248,PREMIUM,JJEMS0005,COMMUNITY,123.1
CDC18272,2170,3248,PREMIUM,IDSCOD1154,COMMUNITY,12
CDC18272,2170,3248,PREMIUM,OPPWF,COMMUNITY,18.55
CDC18272,2170,3248,PREMIUM,MLFCS,COMMUNITY,5.94
CDC18272,2170,3248,PREMIUM,JJMS3407,COMMUNITY,120
CDC18272,2170,3248,PREMIUM,Z90100,COMMUNITY,11
CDC18272,2170,3248,PREMIUM,SSE,COMMUNITY,29.12
CDC18272,2170,3248,PREMIUM,RMBARG,COMMUNITY,82
CDC18272,2170,3248,PREMIUM,IDSCOD1157,COMMUNITY,12
CDC18272,2170,3248,PREMIUM,91768,COMMUNITY,47
CDC18272,2170,3248,PREMIUM,MEMS260,COMMUNITY,88
CDC18272,2170,3248,PREMIUM,JJEY496G,COMMUNITY,230
CDC18272,2170,3248,PREMIUM,SNKLL5,COMMUNITY,10.44
CDC18272,2170,3248,PREMIUM,SNKLL3,COMMUNITY,8.68
123327,11,14,PREMIUM,WC-190328,COMMUNITY,117
14242,3199,16,PREMIUM,TOK13312,COMMUNITY,148
14242,3199,16,PREMIUM,TOK13809,COMMUNITY,110
14242,3199,16,PREMIUM,3M12647,COMMUNITY,39.13
14242,3199,16,PREMIUM,UNASP12WV,COMMUNITY,4.35
14242,3199,16,PREMIUM,AS608,COMMUNITY,100.32
14242,3199,16,PREMIUM,3M71492,COMMUNITY,119.02
14242,3199,16,PREMIUM,BOYE/5,COMMUNITY,82.36
14242,3199,16,PREMIUM,HA702/4,COMMUNITY,43.36
14242,3199,16,PREMIUM,TOK13808,COMMUNITY,110
14242,3199,16,PREMIUM,DV4000,COMMUNITY,25
14242,3199,16,PREMIUM,TOK13311,COMMUNITY,74
14241,3199,15,PREMIUM,718110,COMMUNITY,207.8
14241,3199,15,PREMIUM,719209,COMMUNITY,114.92
14240,3199,19,PREMIUM,3000511,COMMUNITY,134.46
14239,3199,37,PREMIUM,TB1150028,COMMUNITY,23.42
14238,3199,35,PREMIUM,MAS-FM00100,COMMUNITY,58
